-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	400	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
-10	0	100	70	1000	1	0.5
